region,edu,sex,agest,lf_rate,lf_rate_goal
EE,e4,m,55,0.556256968,0.848878184
EE,e5,m,55,0.771245817,0.912073023
EE,e6,m,55,0.904452626,0.948181296
EE,e1,f,60,0.334479112,0.602966457
EE,e2,f,60,0.334479112,0.602966457
EE,e3,f,60,0.334479112,0.602966457
EE,e4,f,60,0.334479112,0.602966457
EE,e5,f,60,0.542079941,0.66766474
EE,e6,f,60,0.68969017,0.798278366
EE,e1,m,60,0.412615488,0.693750146
EE,e2,m,60,0.412615488,0.693750146
EE,e3,m,60,0.412615488,0.693750146
EE,e4,m,60,0.412615488,0.693750146
EE,e5,m,60,0.602347186,0.736631593
EE,e6,m,60,0.702266069,0.833440617
EE,e1,f,65,0.151103052,0.115492289
EE,e2,f,65,0.151103052,0.115492289
EE,e3,f,65,0.151103052,0.115492289
EE,e4,f,65,0.151103052,0.115492289
EE,e5,f,65,0.274986654,0.159082405
EE,e6,f,65,0.424892371,0.255672072
EE,e1,m,65,0.196962161,0.232167918
EE,e2,m,65,0.196962161,0.232167918
EE,e3,m,65,0.196962161,0.232167918
EE,e4,m,65,0.196962161,0.232167918
EE,e5,m,65,0.312074309,0.238247291
EE,e6,m,65,0.42124179,0.365426378
EE,e1,f,70,0.068305855,0.033372994
EE,e2,f,70,0.068305855,0.033372994
EE,e3,f,70,0.068305855,0.033372994
EE,e4,f,70,0.068305855,0.033372994
EE,e5,f,70,0.126033672,0.088630474
EE,e6,f,70,0.20490532,0.130024106
EE,e1,m,70,0.078184007,0.104846391
EE,e2,m,70,0.078184007,0.104846391
EE,e3,m,70,0.078184007,0.104846391
EE,e4,m,70,0.078184007,0.104846391
EE,e5,m,70,0.181806028,0.132394402
EE,e6,m,70,0.303784065,0.203497401
ES,e1,f,15,0.115234225,0.443404763
ES,e2,f,15,0.115234225,0.443404763
ES,e3,f,15,0.115234225,0.443404763
ES,e4,f,15,0.115234225,0.443404763
ES,e5,f,15,0.171015866,0.767092184
ES,e6,f,15,0.643254171,1
ES,e1,m,15,0.15894059,0.346183909
ES,e2,m,15,0.15894059,0.346183909
ES,e3,m,15,0.15894059,0.346183909
ES,e4,m,15,0.15894059,0.346183909
ES,e5,m,15,0.182981954,0.731528073
ES,e6,m,15,0.354604781,0.731528073
ES,e1,f,20,0.67445868,0.535710077
ES,e2,f,20,0.67445868,0.535710077
ES,e3,f,20,0.67445868,0.535710077
ES,e4,f,20,0.67445868,0.535710077
ES,e5,f,20,0.403195962,0.759692529
ES,e6,f,20,0.666633271,0.697649304
ES,e1,m,20,0.766751234,0.714002535
ES,e2,m,20,0.766751234,0.714002535
ES,e3,m,20,0.766751234,0.714002535
ES,e4,m,20,0.766751234,0.714002535
ES,e5,m,20,0.444355153,0.807033397
ES,e6,m,20,0.667007401,0.588001503
ES,e1,f,25,0.754330476,0.593883189
ES,e2,f,25,0.754330476,0.593883189
ES,e3,f,25,0.754330476,0.593883189
ES,e4,f,25,0.754330476,0.593883189
ES,e5,f,25,0.813809919,0.848603955
ES,e6,f,25,0.865468287,0.859228037
ES,e1,m,25,0.90154008,0.75950542
ES,e2,m,25,0.90154008,0.75950542
ES,e3,m,25,0.90154008,0.75950542
ES,e4,m,25,0.90154008,0.75950542
ES,e5,m,25,0.831729608,0.931559481
ES,e6,m,25,0.870196838,0.859743896
ES,e1,f,30,0.760285471,0.753691107
ES,e2,f,30,0.760285471,0.753691107
ES,e3,f,30,0.760285471,0.753691107
ES,e4,f,30,0.760285471,0.753691107
ES,e5,f,30,0.853205971,0.91503786
ES,e6,f,30,0.908076292,0.928284899
ES,e1,m,30,0.928246784,0.834653117
ES,e2,m,30,0.928246784,0.834653117
ES,e3,m,30,0.928246784,0.834653117
ES,e4,m,30,0.928246784,0.834653117
ES,e5,m,30,0.94688819,0.950109994
ES,e6,m,30,0.950029359,0.956820986
ES,e1,f,35,0.764973339,0.719896242
ES,e2,f,35,0.764973339,0.719896242
ES,e3,f,35,0.764973339,0.719896242
ES,e4,f,35,0.764973339,0.719896242
ES,e5,f,35,0.849749042,0.912983183
ES,e6,f,35,0.905673483,0.937351353
ES,e1,m,35,0.917913986,0.915884988
ES,e2,m,35,0.917913986,0.915884988
ES,e3,m,35,0.917913986,0.915884988
ES,e4,m,35,0.917913986,0.915884988
ES,e5,m,35,0.95471878,0.957969657
ES,e6,m,35,0.972720643,0.970538919
ES,e1,f,40,0.746392551,0.740746033
ES,e2,f,40,0.746392551,0.740746033
ES,e3,f,40,0.746392551,0.740746033
ES,e4,f,40,0.746392551,0.740746033
ES,e5,f,40,0.842910321,0.894912017
ES,e6,f,40,0.902279613,0.957699838
ES,e1,m,40,0.904702915,0.864867597
ES,e2,m,40,0.904702915,0.864867597
ES,e3,m,40,0.904702915,0.864867597
ES,e4,m,40,0.904702915,0.864867597
ES,e5,m,40,0.949188502,0.962069906
ES,e6,m,40,0.972114489,0.982638661
ES,e1,f,45,0.70960356,0.766627337
ES,e2,f,45,0.70960356,0.766627337
ES,e3,f,45,0.70960356,0.766627337
ES,e4,f,45,0.70960356,0.766627337
ES,e5,f,45,0.820075371,0.900206478
ES,e6,f,45,0.892132739,0.95567956
ES,e1,m,45,0.883487432,0.858912678
ES,e2,m,45,0.883487432,0.858912678
ES,e3,m,45,0.883487432,0.858912678
ES,e4,m,45,0.883487432,0.858912678
ES,e5,m,45,0.933550286,0.95550404
ES,e6,m,45,0.958926818,0.969299384
ES,e1,f,50,0.637475245,0.727647977
ES,e2,f,50,0.637475245,0.727647977
ES,e3,f,50,0.637475245,0.727647977
ES,e4,f,50,0.637475245,0.727647977
ES,e5,f,50,0.779917547,0.898176216
ES,e6,f,50,0.869565053,0.943335721
ES,e1,m,50,0.848404714,0.877024819
ES,e2,m,50,0.848404714,0.877024819
ES,e3,m,50,0.848404714,0.877024819
ES,e4,m,50,0.848404714,0.877024819
ES,e5,m,50,0.917081084,0.931208125
ES,e6,m,50,0.947093471,0.972464329
ES,e1,f,55,0.510842695,0.722406023
ES,e2,f,55,0.510842695,0.722406023
ES,e3,f,55,0.510842695,0.722406023
ES,e4,f,55,0.510842695,0.722406023
ES,e5,f,55,0.67902879,0.867767088
ES,e6,f,55,0.812142958,0.932138931
ES,e1,m,55,0.776814567,0.848878184
ES,e2,m,55,0.776814567,0.848878184
ES,e3,m,55,0.776814567,0.848878184
ES,e4,m,55,0.776814567,0.848878184
ES,e5,m,55,0.838755745,0.912073023
ES,e6,m,55,0.886657984,0.948181296
ES,e1,f,60,0.306269401,0.602966457
ES,e2,f,60,0.306269401,0.602966457
ES,e3,f,60,0.306269401,0.602966457
ES,e4,f,60,0.306269401,0.602966457
ES,e5,f,60,0.464281133,0.66766474
ES,e6,f,60,0.528348278,0.798278366
ES,e1,m,60,0.474670208,0.693750146
ES,e2,m,60,0.474670208,0.693750146
ES,e3,m,60,0.474670208,0.693750146
ES,e4,m,60,0.474670208,0.693750146
ES,e5,m,60,0.532656583,0.736631593
ES,e6,m,60,0.574994441,0.833440617
ES,e1,f,65,0.035118978,0.115492289
ES,e2,f,65,0.035118978,0.115492289
ES,e3,f,65,0.035118978,0.115492289
ES,e4,f,65,0.035118978,0.115492289
ES,e5,f,65,0.066154383,0.159082405
ES,e6,f,65,0.10552728,0.255672072
ES,e1,m,65,0.045694164,0.232167918
ES,e2,m,65,0.045694164,0.232167918
ES,e3,m,65,0.045694164,0.232167918
ES,e4,m,65,0.045694164,0.232167918
ES,e5,m,65,0.068332201,0.238247291
ES,e6,m,65,0.144930182,0.365426378
ES,e1,f,70,0.00572361,0.033372994
ES,e2,f,70,0.00572361,0.033372994
ES,e3,f,70,0.00572361,0.033372994
ES,e4,f,70,0.00572361,0.033372994
ES,e5,f,70,0.013662185,0.088630474
ES,e6,f,70,0.033160544,0.130024106
ES,e1,m,70,0.010535899,0.104846391
ES,e2,m,70,0.010535899,0.104846391
ES,e3,m,70,0.010535899,0.104846391
ES,e4,m,70,0.010535899,0.104846391
ES,e5,m,70,0.016477188,0.132394402
ES,e6,m,70,0.056854729,0.203497401
FI,e1,f,15,0.321746773,0.443404763
FI,e2,f,15,0.321746773,0.443404763
FI,e3,f,15,0.321746773,0.443404763
FI,e4,f,15,0.321746773,0.443404763
FI,e5,f,15,0.752095162,0.767092184
FI,e6,f,15,0.58161716,1
FI,e1,m,15,0.284946224,0.346183909
FI,e2,m,15,0.284946224,0.346183909
FI,e3,m,15,0.284946224,0.346183909
FI,e4,m,15,0.284946224,0.346183909
FI,e5,m,15,0.799994187,0.731528073
FI,e6,m,15,0.532591673,0.731528073
FI,e1,f,20,0.500636078,0.535710077
FI,e2,f,20,0.500636078,0.535710077
FI,e3,f,20,0.500636078,0.535710077
FI,e4,f,20,0.500636078,0.535710077
FI,e5,f,20,0.735084236,0.759692529
FI,e6,f,20,0.844554541,0.697649304
FI,e1,m,20,0.58340193,0.714002535
FI,e2,m,20,0.58340193,0.714002535
FI,e3,m,20,0.58340193,0.714002535
FI,e4,m,20,0.58340193,0.714002535
FI,e5,m,20,0.76099412,0.807033397
FI,e6,m,20,0.832249882,0.588001503
FI,e1,f,25,0.470950577,0.593883189
FI,e2,f,25,0.470950577,0.593883189
FI,e3,f,25,0.470950577,0.593883189
FI,e4,f,25,0.470950577,0.593883189
FI,e5,f,25,0.738727424,0.848603955
FI,e6,f,25,0.866290651,0.859228037
FI,e1,m,25,0.724810114,0.75950542
FI,e2,m,25,0.724810114,0.75950542
FI,e3,m,25,0.724810114,0.75950542
FI,e4,m,25,0.724810114,0.75950542
FI,e5,m,25,0.852729923,0.931559481
FI,e6,m,25,0.941473064,0.859743896
FI,e1,f,30,0.48155759,0.753691107
FI,e2,f,30,0.48155759,0.753691107
FI,e3,f,30,0.48155759,0.753691107
FI,e4,f,30,0.48155759,0.753691107
FI,e5,f,30,0.748548095,0.91503786
FI,e6,f,30,0.822141924,0.928284899
FI,e1,m,30,0.813940155,0.834653117
FI,e2,m,30,0.813940155,0.834653117
FI,e3,m,30,0.813940155,0.834653117
FI,e4,m,30,0.813940155,0.834653117
FI,e5,m,30,0.908555655,0.950109994
FI,e6,m,30,0.961737075,0.956820986
FI,e1,f,35,0.581493804,0.719896242
FI,e2,f,35,0.581493804,0.719896242
FI,e3,f,35,0.581493804,0.719896242
FI,e4,f,35,0.581493804,0.719896242
FI,e5,f,35,0.816612859,0.912983183
FI,e6,f,35,0.880701634,0.937351353
FI,e1,m,35,0.817960876,0.915884988
FI,e2,m,35,0.817960876,0.915884988
FI,e3,m,35,0.817960876,0.915884988
FI,e4,m,35,0.817960876,0.915884988
FI,e5,m,35,0.914098355,0.957969657
FI,e6,m,35,0.973178631,0.970538919
FI,e1,f,40,0.6893231,0.740746033
FI,e2,f,40,0.6893231,0.740746033
FI,e3,f,40,0.6893231,0.740746033
FI,e4,f,40,0.6893231,0.740746033
FI,e5,f,40,0.857149411,0.894912017
FI,e6,f,40,0.921283985,0.957699838
FI,e1,m,40,0.788716688,0.864867597
FI,e2,m,40,0.788716688,0.864867597
FI,e3,m,40,0.788716688,0.864867597
FI,e4,m,40,0.788716688,0.864867597
FI,e5,m,40,0.919769513,0.962069906
FI,e6,m,40,0.972204308,0.982638661
FI,e1,f,45,0.736434844,0.766627337
FI,e2,f,45,0.736434844,0.766627337
FI,e3,f,45,0.736434844,0.766627337
FI,e4,f,45,0.736434844,0.766627337
FI,e5,f,45,0.872577617,0.900206478
FI,e6,f,45,0.942486031,0.95567956
FI,e1,m,45,0.817615818,0.858912678
FI,e2,m,45,0.817615818,0.858912678
FI,e3,m,45,0.817615818,0.858912678
FI,e4,m,45,0.817615818,0.858912678
FI,e5,m,45,0.91132125,0.95550404
FI,e6,m,45,0.95678952,0.969299384
FI,e1,f,50,0.714894808,0.727647977
FI,e2,f,50,0.714894808,0.727647977
FI,e3,f,50,0.714894808,0.727647977
FI,e4,f,50,0.714894808,0.727647977
FI,e5,f,50,0.875228668,0.898176216
FI,e6,f,50,0.94585697,0.943335721
FI,e1,m,50,0.805855917,0.877024819
FI,e2,m,50,0.805855917,0.877024819
FI,e3,m,50,0.805855917,0.877024819
FI,e4,m,50,0.805855917,0.877024819
FI,e5,m,50,0.875390822,0.931208125
FI,e6,m,50,0.952028781,0.972464329
FI,e1,f,55,0.701692762,0.722406023
FI,e2,f,55,0.701692762,0.722406023
FI,e3,f,55,0.701692762,0.722406023
FI,e4,f,55,0.701692762,0.722406023
FI,e5,f,55,0.818413357,0.867767088
FI,e6,f,55,0.905320165,0.932138931
FI,e1,m,55,0.727863006,0.848878184
FI,e2,m,55,0.727863006,0.848878184
FI,e3,m,55,0.727863006,0.848878184
FI,e4,m,55,0.727863006,0.848878184
FI,e5,m,55,0.794290707,0.912073023
FI,e6,m,55,0.907848643,0.948181296
FI,e1,f,60,0.396144055,0.602966457
FI,e2,f,60,0.396144055,0.602966457
FI,e3,f,60,0.396144055,0.602966457
FI,e4,f,60,0.396144055,0.602966457
FI,e5,f,60,0.513081429,0.66766474
FI,e6,f,60,0.641340852,0.798278366
FI,e1,m,60,0.454441536,0.693750146
FI,e2,m,60,0.454441536,0.693750146
FI,e3,m,60,0.454441536,0.693750146
FI,e4,m,60,0.454441536,0.693750146
FI,e5,m,60,0.481781297,0.736631593
FI,e6,m,60,0.641328658,0.833440617
FI,e1,f,65,0.066033099,0.115492289
FI,e2,f,65,0.066033099,0.115492289
FI,e3,f,65,0.066033099,0.115492289
FI,e4,f,65,0.066033099,0.115492289
FI,e5,f,65,0.106695323,0.159082405
FI,e6,f,65,0.142534438,0.255672072
FI,e1,m,65,0.135192527,0.232167918
FI,e2,m,65,0.135192527,0.232167918
FI,e3,m,65,0.135192527,0.232167918
FI,e4,m,65,0.135192527,0.232167918
FI,e5,m,65,0.155724669,0.238247291
FI,e6,m,65,0.218867675,0.365426378
FI,e1,f,70,0.030441447,0.033372994
FI,e2,f,70,0.030441447,0.033372994
FI,e3,f,70,0.030441447,0.033372994
FI,e4,f,70,0.030441447,0.033372994
FI,e5,f,70,0.039685234,0.088630474
FI,e6,f,70,0.054441246,0.130024106
FI,e1,m,70,0.073266591,0.104846391
FI,e2,m,70,0.073266591,0.104846391
FI,e3,m,70,0.073266591,0.104846391
FI,e4,m,70,0.073266591,0.104846391
FI,e5,m,70,0.08623568,0.132394402
FI,e6,m,70,0.108174121,0.203497401
FR,e1,f,15,0.052829106,0.443404763
FR,e2,f,15,0.052829106,0.443404763
FR,e3,f,15,0.052829106,0.443404763
FR,e4,f,15,0.052829106,0.443404763
FR,e5,f,15,0.247803049,0.767092184
FR,e6,f,15,0.40377002,1
FR,e1,m,15,0.102250033,0.346183909
FR,e2,m,15,0.102250033,0.346183909
FR,e3,m,15,0.102250033,0.346183909
FR,e4,m,15,0.102250033,0.346183909
FR,e5,m,15,0.312892392,0.731528073
FR,e6,m,15,0.391215643,0.731528073
FR,e1,f,20,0.495325432,0.535710077
FR,e2,f,20,0.495325432,0.535710077
FR,e3,f,20,0.495325432,0.535710077
FR,e4,f,20,0.495325432,0.535710077
FR,e5,f,20,0.544328179,0.759692529
FR,e6,f,20,0.647378906,0.697649304
FR,e1,m,20,0.714121461,0.714002535
FR,e2,m,20,0.714121461,0.714002535
FR,e3,m,20,0.714121461,0.714002535
FR,e4,m,20,0.714121461,0.714002535
FR,e5,m,20,0.637688576,0.807033397
FR,e6,m,20,0.686560352,0.588001503
FR,e1,f,25,0.547786722,0.593883189
FR,e2,f,25,0.547786722,0.593883189
FR,e3,f,25,0.547786722,0.593883189
FR,e4,f,25,0.547786722,0.593883189
FR,e5,f,25,0.770237877,0.848603955
FR,e6,f,25,0.889595438,0.859228037
FR,e1,m,25,0.844637103,0.75950542
FR,e2,m,25,0.844637103,0.75950542
FR,e3,m,25,0.844637103,0.75950542
FR,e4,m,25,0.844637103,0.75950542
FR,e5,m,25,0.916993734,0.931559481
FR,e6,m,25,0.928627867,0.859743896
FR,e1,f,30,0.514030839,0.753691107
FR,e2,f,30,0.514030839,0.753691107
FR,e3,f,30,0.514030839,0.753691107
FR,e4,f,30,0.514030839,0.753691107
FR,e5,f,30,0.785946079,0.91503786
FR,e6,f,30,0.902472722,0.928284899
FR,e1,m,30,0.846345216,0.834653117
FR,e2,m,30,0.846345216,0.834653117
FR,e3,m,30,0.846345216,0.834653117
FR,e4,m,30,0.846345216,0.834653117
FR,e5,m,30,0.93734561,0.950109994
FR,e6,m,30,0.965321566,0.956820986
FR,e1,f,35,0.587195843,0.719896242
FR,e2,f,35,0.587195843,0.719896242
FR,e3,f,35,0.587195843,0.719896242
FR,e4,f,35,0.587195843,0.719896242
FR,e5,f,35,0.812342795,0.912983183
FR,e6,f,35,0.911831621,0.937351353
FR,e1,m,35,0.862908704,0.915884988
FR,e2,m,35,0.862908704,0.915884988
FR,e3,m,35,0.862908704,0.915884988
FR,e4,m,35,0.862908704,0.915884988
FR,e5,m,35,0.945642494,0.957969657
FR,e6,m,35,0.974894472,0.970538919
FR,e1,f,40,0.640145233,0.740746033
FR,e2,f,40,0.640145233,0.740746033
FR,e3,f,40,0.640145233,0.740746033
FR,e4,f,40,0.640145233,0.740746033
FR,e5,f,40,0.868655991,0.894912017
FR,e6,f,40,0.924949816,0.957699838
FR,e1,m,40,0.869221599,0.864867597
FR,e2,m,40,0.869221599,0.864867597
FR,e3,m,40,0.869221599,0.864867597
FR,e4,m,40,0.869221599,0.864867597
FR,e5,m,40,0.946960301,0.962069906
FR,e6,m,40,0.971284287,0.982638661
FR,e1,f,45,0.673146392,0.766627337
FR,e2,f,45,0.673146392,0.766627337
FR,e3,f,45,0.673146392,0.766627337
FR,e4,f,45,0.673146392,0.766627337
FR,e5,f,45,0.86936685,0.900206478
FR,e6,f,45,0.931807402,0.95567956
FR,e1,m,45,0.844298675,0.858912678
FR,e2,m,45,0.844298675,0.858912678
FR,e3,m,45,0.844298675,0.858912678
FR,e4,m,45,0.844298675,0.858912678
FR,e5,m,45,0.921716531,0.95550404
FR,e6,m,45,0.971461989,0.969299384
FR,e1,f,50,0.686842647,0.727647977
FR,e2,f,50,0.686842647,0.727647977
FR,e3,f,50,0.686842647,0.727647977
FR,e4,f,50,0.686842647,0.727647977
FR,e5,f,50,0.852203911,0.898176216
FR,e6,f,50,0.901800616,0.943335721
FR,e1,m,50,0.822172931,0.877024819
FR,e2,m,50,0.822172931,0.877024819
FR,e3,m,50,0.822172931,0.877024819
FR,e4,m,50,0.822172931,0.877024819
FR,e5,m,50,0.914411256,0.931208125
FR,e6,m,50,0.959770733,0.972464329
FR,e1,f,55,0.600617814,0.722406023
FR,e2,f,55,0.600617814,0.722406023
FR,e3,f,55,0.600617814,0.722406023
FR,e4,f,55,0.600617814,0.722406023
FR,e5,f,55,0.75765175,0.867767088
FR,e6,f,55,0.812833266,0.932138931
FR,e1,m,55,0.692716142,0.848878184
FR,e2,m,55,0.692716142,0.848878184
FR,e3,m,55,0.692716142,0.848878184
FR,e4,m,55,0.692716142,0.848878184
FR,e5,m,55,0.794168249,0.912073023
FR,e6,m,55,0.895440272,0.948181296
FR,e1,f,60,0.263687209,0.602966457
FR,e2,f,60,0.263687209,0.602966457
FR,e3,f,60,0.263687209,0.602966457
FR,e4,f,60,0.263687209,0.602966457
FR,e5,f,60,0.285772742,0.66766474
FR,e6,f,60,0.419103262,0.798278366
FR,e1,m,60,0.230229599,0.693750146
FR,e2,m,60,0.230229599,0.693750146
FR,e3,m,60,0.230229599,0.693750146
FR,e4,m,60,0.230229599,0.693750146
FR,e5,m,60,0.256980261,0.736631593
FR,e6,m,60,0.558480434,0.833440617
FR,e1,f,65,0.047403399,0.115492289
FR,e2,f,65,0.047403399,0.115492289
FR,e3,f,65,0.047403399,0.115492289
FR,e4,f,65,0.047403399,0.115492289
FR,e5,f,65,0.050687285,0.159082405
FR,e6,f,65,0.093516403,0.255672072
FR,e1,m,65,0.057274152,0.232167918
FR,e2,m,65,0.057274152,0.232167918
FR,e3,m,65,0.057274152,0.232167918
FR,e4,m,65,0.057274152,0.232167918
FR,e5,m,65,0.063978423,0.238247291
FR,e6,m,65,0.170377199,0.365426378
FR,e1,f,70,0.016722348,0.033372994
FR,e2,f,70,0.016722348,0.033372994
FR,e3,f,70,0.016722348,0.033372994
FR,e4,f,70,0.016722348,0.033372994
FR,e5,f,70,0.025254277,0.088630474
FR,e6,f,70,0.039771262,0.130024106
FR,e1,m,70,0.023868093,0.104846391
FR,e2,m,70,0.023868093,0.104846391
FR,e3,m,70,0.023868093,0.104846391
FR,e4,m,70,0.023868093,0.104846391
FR,e5,m,70,0.031216139,0.132394402
FR,e6,m,70,0.083312738,0.203497401
GR,e1,f,15,0.016172506,0.443404763
GR,e2,f,15,0.016172506,0.443404763
GR,e3,f,15,0.016172506,0.443404763
GR,e4,f,15,0.016172506,0.443404763
GR,e5,f,15,0.131889394,0.767092184
GR,e6,f,15,0.718002907,1
GR,e1,m,15,0.026200632,0.346183909
GR,e2,m,15,0.026200632,0.346183909
GR,e3,m,15,0.026200632,0.346183909
GR,e4,m,15,0.026200632,0.346183909
GR,e5,m,15,0.14771028,0.731528073
GR,e6,m,15,0.729289559,0.731528073
GR,e1,f,20,0.561279965,0.535710077
GR,e2,f,20,0.561279965,0.535710077
GR,e3,f,20,0.561279965,0.535710077
GR,e4,f,20,0.561279965,0.535710077
GR,e5,f,20,0.262783663,0.759692529
GR,e6,f,20,0.842649782,0.697649304
GR,e1,m,20,0.799014868,0.714002535
GR,e2,m,20,0.799014868,0.714002535
GR,e3,m,20,0.799014868,0.714002535
GR,e4,m,20,0.799014868,0.714002535
GR,e5,m,20,0.37113492,0.807033397
GR,e6,m,20,0.796248384,0.588001503
GR,e1,f,25,0.559257174,0.593883189
GR,e2,f,25,0.559257174,0.593883189
GR,e3,f,25,0.559257174,0.593883189
GR,e4,f,25,0.559257174,0.593883189
GR,e5,f,25,0.679509201,0.848603955
GR,e6,f,25,0.898282973,0.859228037
GR,e1,m,25,0.905054383,0.75950542
GR,e2,m,25,0.905054383,0.75950542
GR,e3,m,25,0.905054383,0.75950542
GR,e4,m,25,0.905054383,0.75950542
GR,e5,m,25,0.825063611,0.931559481
GR,e6,m,25,0.915381469,0.859743896
GR,e1,f,30,0.605187313,0.753691107
GR,e2,f,30,0.605187313,0.753691107
GR,e3,f,30,0.605187313,0.753691107
GR,e4,f,30,0.605187313,0.753691107
GR,e5,f,30,0.736293914,0.91503786
GR,e6,f,30,0.89441613,0.928284899
GR,e1,m,30,0.914546613,0.834653117
GR,e2,m,30,0.914546613,0.834653117
GR,e3,m,30,0.914546613,0.834653117
GR,e4,m,30,0.914546613,0.834653117
GR,e5,m,30,0.954692049,0.950109994
GR,e6,m,30,0.969523662,0.956820986
GR,e1,f,35,0.664574132,0.719896242
GR,e2,f,35,0.664574132,0.719896242
GR,e3,f,35,0.664574132,0.719896242
GR,e4,f,35,0.664574132,0.719896242
GR,e5,f,35,0.754152604,0.912983183
GR,e6,f,35,0.893756226,0.937351353
GR,e1,m,35,0.930347081,0.915884988
GR,e2,m,35,0.930347081,0.915884988
GR,e3,m,35,0.930347081,0.915884988
GR,e4,m,35,0.930347081,0.915884988
GR,e5,m,35,0.962637542,0.957969657
GR,e6,m,35,0.98152296,0.970538919
GR,e1,f,40,0.676225967,0.740746033
GR,e2,f,40,0.676225967,0.740746033
GR,e3,f,40,0.676225967,0.740746033
GR,e4,f,40,0.676225967,0.740746033
GR,e5,f,40,0.762391905,0.894912017
GR,e6,f,40,0.88537679,0.957699838
GR,e1,m,40,0.919159466,0.864867597
GR,e2,m,40,0.919159466,0.864867597
GR,e3,m,40,0.919159466,0.864867597
GR,e4,m,40,0.919159466,0.864867597
GR,e5,m,40,0.968744382,0.962069906
GR,e6,m,40,0.97904729,0.982638661
GR,e1,f,45,0.645062967,0.766627337
GR,e2,f,45,0.645062967,0.766627337
GR,e3,f,45,0.645062967,0.766627337
GR,e4,f,45,0.645062967,0.766627337
GR,e5,f,45,0.731421249,0.900206478
GR,e6,f,45,0.866017851,0.95567956
GR,e1,m,45,0.908323364,0.858912678
GR,e2,m,45,0.908323364,0.858912678
GR,e3,m,45,0.908323364,0.858912678
GR,e4,m,45,0.908323364,0.858912678
GR,e5,m,45,0.939174811,0.95550404
GR,e6,m,45,0.946240894,0.969299384
GR,e1,f,50,0.552644986,0.727647977
GR,e2,f,50,0.552644986,0.727647977
GR,e3,f,50,0.552644986,0.727647977
GR,e4,f,50,0.552644986,0.727647977
GR,e5,f,50,0.601716982,0.898176216
GR,e6,f,50,0.792969612,0.943335721
GR,e1,m,50,0.87947271,0.877024819
GR,e2,m,50,0.87947271,0.877024819
GR,e3,m,50,0.87947271,0.877024819
GR,e4,m,50,0.87947271,0.877024819
GR,e5,m,50,0.89228993,0.931208125
GR,e6,m,50,0.899650341,0.972464329
GR,e1,f,55,0.41270369,0.722406023
GR,e2,f,55,0.41270369,0.722406023
GR,e3,f,55,0.41270369,0.722406023
GR,e4,f,55,0.41270369,0.722406023
GR,e5,f,55,0.397164719,0.867767088
GR,e6,f,55,0.534855723,0.932138931
GR,e1,m,55,0.755007476,0.848878184
GR,e2,m,55,0.755007476,0.848878184
GR,e3,m,55,0.755007476,0.848878184
GR,e4,m,55,0.755007476,0.848878184
GR,e5,m,55,0.725054663,0.912073023
GR,e6,m,55,0.760142619,0.948181296
GR,e1,f,60,0.262177111,0.602966457
GR,e2,f,60,0.262177111,0.602966457
GR,e3,f,60,0.262177111,0.602966457
GR,e4,f,60,0.262177111,0.602966457
GR,e5,f,60,0.178814503,0.66766474
GR,e6,f,60,0.245299953,0.798278366
GR,e1,m,60,0.433249947,0.693750146
GR,e2,m,60,0.433249947,0.693750146
GR,e3,m,60,0.433249947,0.693750146
GR,e4,m,60,0.433249947,0.693750146
GR,e5,m,60,0.371664283,0.736631593
GR,e6,m,60,0.440179551,0.833440617
GR,e1,f,65,0.08214165,0.115492289
GR,e2,f,65,0.08214165,0.115492289
GR,e3,f,65,0.08214165,0.115492289
GR,e4,f,65,0.08214165,0.115492289
GR,e5,f,65,0.057971506,0.159082405
GR,e6,f,65,0.071742033,0.255672072
GR,e1,m,65,0.141366003,0.232167918
GR,e2,m,65,0.141366003,0.232167918
GR,e3,m,65,0.141366003,0.232167918
GR,e4,m,65,0.141366003,0.232167918
GR,e5,m,65,0.102317331,0.238247291
GR,e6,m,65,0.163585052,0.365426378
GR,e1,f,70,0.007269266,0.033372994
GR,e2,f,70,0.007269266,0.033372994
GR,e3,f,70,0.007269266,0.033372994
GR,e4,f,70,0.007269266,0.033372994
GR,e5,f,70,0.008959783,0.088630474
GR,e6,f,70,0.017711232,0.130024106
GR,e1,m,70,0.024895705,0.104846391
GR,e2,m,70,0.024895705,0.104846391
GR,e3,m,70,0.024895705,0.104846391
GR,e4,m,70,0.024895705,0.104846391
GR,e5,m,70,0.027736316,0.132394402
GR,e6,m,70,0.051819164,0.203497401
HR,e1,f,15,0.015890781,0.443404763
HR,e2,f,15,0.015890781,0.443404763
HR,e3,f,15,0.015890781,0.443404763
HR,e4,f,15,0.015890781,0.443404763
HR,e5,f,15,0.400076472,0.767092184
HR,e6,f,15,0.400076472,0.767092184
HR,e1,m,15,0.027921278,0.346183909
HR,e2,m,15,0.027921278,0.346183909
HR,e3,m,15,0.027921278,0.346183909
HR,e4,m,15,0.027921278,0.346183909
HR,e5,m,15,0.524776156,0.731528073
HR,e6,m,15,0.524776156,0.731528073
HR,e1,f,20,0.468239723,0.535710077
HR,e2,f,20,0.468239723,0.535710077
HR,e3,f,20,0.468239723,0.535710077
HR,e4,f,20,0.468239723,0.535710077
HR,e5,f,20,0.454814464,0.759692529
HR,e6,f,20,0.482724962,0.697649304
HR,e1,m,20,0.546885998,0.714002535
HR,e2,m,20,0.546885998,0.714002535
