region,edu,sex,agest,lf_rate,lf_rate_goal
CY,e5,f,35,0.83338364,0.912983183
CY,e6,f,35,0.89274779,0.937351353
CY,e1,m,35,0.867048734,0.915884988
CY,e2,m,35,0.867048734,0.915884988
CY,e3,m,35,0.867048734,0.915884988
CY,e4,m,35,0.867048734,0.915884988
CY,e5,m,35,0.961299833,0.957969657
CY,e6,m,35,0.985289033,0.970538919
CY,e1,f,40,0.759179689,0.740746033
CY,e2,f,40,0.759179689,0.740746033
CY,e3,f,40,0.759179689,0.740746033
CY,e4,f,40,0.759179689,0.740746033
CY,e5,f,40,0.809025323,0.894912017
CY,e6,f,40,0.881719038,0.957699838
CY,e1,m,40,0.829093487,0.864867597
CY,e2,m,40,0.829093487,0.864867597
CY,e3,m,40,0.829093487,0.864867597
CY,e4,m,40,0.829093487,0.864867597
CY,e5,m,40,0.958798137,0.962069906
CY,e6,m,40,0.967886943,0.982638661
CY,e1,f,45,0.68565103,0.766627337
CY,e2,f,45,0.68565103,0.766627337
CY,e3,f,45,0.68565103,0.766627337
CY,e4,f,45,0.68565103,0.766627337
CY,e5,f,45,0.813808413,0.900206478
CY,e6,f,45,0.876480981,0.95567956
CY,e1,m,45,0.85052821,0.858912678
CY,e2,m,45,0.85052821,0.858912678
CY,e3,m,45,0.85052821,0.858912678
CY,e4,m,45,0.85052821,0.858912678
CY,e5,m,45,0.947880855,0.95550404
CY,e6,m,45,0.968927185,0.969299384
CY,e1,f,50,0.586425468,0.727647977
CY,e2,f,50,0.586425468,0.727647977
CY,e3,f,50,0.586425468,0.727647977
CY,e4,f,50,0.586425468,0.727647977
CY,e5,f,50,0.717490344,0.898176216
CY,e6,f,50,0.831303386,0.943335721
CY,e1,m,50,0.822102938,0.877024819
CY,e2,m,50,0.822102938,0.877024819
CY,e3,m,50,0.822102938,0.877024819
CY,e4,m,50,0.822102938,0.877024819
CY,e5,m,50,0.922212297,0.931208125
CY,e6,m,50,0.940813301,0.972464329
CY,e1,f,55,0.466989415,0.722406023
CY,e2,f,55,0.466989415,0.722406023
CY,e3,f,55,0.466989415,0.722406023
CY,e4,f,55,0.466989415,0.722406023
CY,e5,f,55,0.597139508,0.867767088
CY,e6,f,55,0.716475459,0.932138931
CY,e1,m,55,0.783267319,0.848878184
CY,e2,m,55,0.783267319,0.848878184
CY,e3,m,55,0.783267319,0.848878184
CY,e4,m,55,0.783267319,0.848878184
CY,e5,m,55,0.829395618,0.912073023
CY,e6,m,55,0.871062738,0.948181296
CY,e1,f,60,0.314615911,0.602966457
CY,e2,f,60,0.314615911,0.602966457
CY,e3,f,60,0.314615911,0.602966457
CY,e4,f,60,0.314615911,0.602966457
CY,e5,f,60,0.41874635,0.66766474
CY,e6,f,60,0.445431557,0.798278366
CY,e1,m,60,0.59119896,0.693750146
CY,e2,m,60,0.59119896,0.693750146
CY,e3,m,60,0.59119896,0.693750146
CY,e4,m,60,0.59119896,0.693750146
CY,e5,m,60,0.591788108,0.736631593
CY,e6,m,60,0.658631519,0.833440617
CY,e1,f,65,0.078069364,0.115492289
CY,e2,f,65,0.078069364,0.115492289
CY,e3,f,65,0.078069364,0.115492289
CY,e4,f,65,0.078069364,0.115492289
CY,e5,f,65,0.062182963,0.159082405
CY,e6,f,65,0.108275607,0.255672072
CY,e1,m,65,0.203633813,0.232167918
CY,e2,m,65,0.203633813,0.232167918
CY,e3,m,65,0.203633813,0.232167918
CY,e4,m,65,0.203633813,0.232167918
CY,e5,m,65,0.167868924,0.238247291
CY,e6,m,65,0.297897353,0.365426378
CY,e1,f,70,0.035571598,0.033372994
CY,e2,f,70,0.035571598,0.033372994
CY,e3,f,70,0.035571598,0.033372994
CY,e4,f,70,0.035571598,0.033372994
CY,e5,f,70,0.034763519,0.088630474
CY,e6,f,70,0.049290217,0.130024106
CY,e1,m,70,0.112408569,0.104846391
CY,e2,m,70,0.112408569,0.104846391
CY,e3,m,70,0.112408569,0.104846391
CY,e4,m,70,0.112408569,0.104846391
CY,e5,m,70,0.101160295,0.132394402
CY,e6,m,70,0.15006042,0.203497401
CZ,e1,f,15,0.031299781,0.443404763
CZ,e2,f,15,0.031299781,0.443404763
CZ,e3,f,15,0.031299781,0.443404763
CZ,e4,f,15,0.031299781,0.443404763
CZ,e5,f,15,0.277085783,0.767092184
CZ,e6,f,15,0.277085783,0.767092184
CZ,e1,m,15,0.035732144,0.346183909
CZ,e2,m,15,0.035732144,0.346183909
CZ,e3,m,15,0.035732144,0.346183909
CZ,e4,m,15,0.035732144,0.346183909
CZ,e5,m,15,0.424973932,0.731528073
CZ,e6,m,15,0.424973932,0.731528073
CZ,e1,f,20,0.335461226,0.535710077
CZ,e2,f,20,0.335461226,0.535710077
CZ,e3,f,20,0.335461226,0.535710077
CZ,e4,f,20,0.335461226,0.535710077
CZ,e5,f,20,0.448180718,0.759692529
CZ,e6,f,20,0.472768028,0.697649304
CZ,e1,m,20,0.57753695,0.714002535
CZ,e2,m,20,0.57753695,0.714002535
CZ,e3,m,20,0.57753695,0.714002535
CZ,e4,m,20,0.57753695,0.714002535
CZ,e5,m,20,0.648431064,0.807033397
CZ,e6,m,20,0.387786273,0.588001503
CZ,e1,f,25,0.420670877,0.593883189
CZ,e2,f,25,0.420670877,0.593883189
CZ,e3,f,25,0.420670877,0.593883189
CZ,e4,f,25,0.420670877,0.593883189
CZ,e5,f,25,0.674351426,0.848603955
CZ,e6,f,25,0.779052697,0.859228037
CZ,e1,m,25,0.722322563,0.75950542
CZ,e2,m,25,0.722322563,0.75950542
CZ,e3,m,25,0.722322563,0.75950542
CZ,e4,m,25,0.722322563,0.75950542
CZ,e5,m,25,0.952790654,0.931559481
CZ,e6,m,25,0.892792079,0.859743896
CZ,e1,f,30,0.527617767,0.753691107
CZ,e2,f,30,0.527617767,0.753691107
CZ,e3,f,30,0.527617767,0.753691107
CZ,e4,f,30,0.527617767,0.753691107
CZ,e5,f,30,0.69262992,0.91503786
CZ,e6,f,30,0.639847735,0.928284899
CZ,e1,m,30,0.797767955,0.834653117
CZ,e2,m,30,0.797767955,0.834653117
CZ,e3,m,30,0.797767955,0.834653117
CZ,e4,m,30,0.797767955,0.834653117
CZ,e5,m,30,0.976692675,0.950109994
CZ,e6,m,30,0.9901693,0.956820986
CZ,e1,f,35,0.653222752,0.719896242
CZ,e2,f,35,0.653222752,0.719896242
CZ,e3,f,35,0.653222752,0.719896242
CZ,e4,f,35,0.653222752,0.719896242
CZ,e5,f,35,0.814158187,0.912983183
CZ,e6,f,35,0.769259743,0.937351353
CZ,e1,m,35,0.826440699,0.915884988
CZ,e2,m,35,0.826440699,0.915884988
CZ,e3,m,35,0.826440699,0.915884988
CZ,e4,m,35,0.826440699,0.915884988
CZ,e5,m,35,0.97521463,0.957969657
CZ,e6,m,35,0.99522967,0.970538919
CZ,e1,f,40,0.685690625,0.740746033
CZ,e2,f,40,0.685690625,0.740746033
CZ,e3,f,40,0.685690625,0.740746033
CZ,e4,f,40,0.685690625,0.740746033
CZ,e5,f,40,0.90746966,0.894912017
CZ,e6,f,40,0.894286623,0.957699838
CZ,e1,m,40,0.76873999,0.864867597
CZ,e2,m,40,0.76873999,0.864867597
CZ,e3,m,40,0.76873999,0.864867597
CZ,e4,m,40,0.76873999,0.864867597
CZ,e5,m,40,0.972410672,0.962069906
CZ,e6,m,40,0.991634691,0.982638661
CZ,e1,f,45,0.731061576,0.766627337
CZ,e2,f,45,0.731061576,0.766627337
CZ,e3,f,45,0.731061576,0.766627337
CZ,e4,f,45,0.731061576,0.766627337
CZ,e5,f,45,0.939740044,0.900206478
CZ,e6,f,45,0.970764847,0.95567956
CZ,e1,m,45,0.749010256,0.858912678
CZ,e2,m,45,0.749010256,0.858912678
CZ,e3,m,45,0.749010256,0.858912678
CZ,e4,m,45,0.749010256,0.858912678
CZ,e5,m,45,0.962383509,0.95550404
CZ,e6,m,45,0.986492044,0.969299384
CZ,e1,f,50,0.74711915,0.727647977
CZ,e2,f,50,0.74711915,0.727647977
CZ,e3,f,50,0.74711915,0.727647977
CZ,e4,f,50,0.74711915,0.727647977
CZ,e5,f,50,0.919648048,0.898176216
CZ,e6,f,50,0.97195063,0.943335721
CZ,e1,m,50,0.692796874,0.877024819
CZ,e2,m,50,0.692796874,0.877024819
CZ,e3,m,50,0.692796874,0.877024819
CZ,e4,m,50,0.692796874,0.877024819
CZ,e5,m,50,0.942476497,0.931208125
CZ,e6,m,50,0.978273115,0.972464329
CZ,e1,f,55,0.617370377,0.722406023
CZ,e2,f,55,0.617370377,0.722406023
CZ,e3,f,55,0.617370377,0.722406023
CZ,e4,f,55,0.617370377,0.722406023
CZ,e5,f,55,0.822889509,0.867767088
CZ,e6,f,55,0.948555697,0.932138931
CZ,e1,m,55,0.630887514,0.848878184
CZ,e2,m,55,0.630887514,0.848878184
CZ,e3,m,55,0.630887514,0.848878184
CZ,e4,m,55,0.630887514,0.848878184
CZ,e5,m,55,0.896273335,0.912073023
CZ,e6,m,55,0.972105365,0.948181296
CZ,e1,f,60,0.143453026,0.602966457
CZ,e2,f,60,0.143453026,0.602966457
CZ,e3,f,60,0.143453026,0.602966457
CZ,e4,f,60,0.143453026,0.602966457
CZ,e5,f,60,0.2560869,0.66766474
CZ,e6,f,60,0.596638365,0.798278366
CZ,e1,m,60,0.354951586,0.693750146
CZ,e2,m,60,0.354951586,0.693750146
CZ,e3,m,60,0.354951586,0.693750146
CZ,e4,m,60,0.354951586,0.693750146
CZ,e5,m,60,0.531394407,0.736631593
CZ,e6,m,60,0.743996658,0.833440617
CZ,e1,f,65,0.049913852,0.115492289
CZ,e2,f,65,0.049913852,0.115492289
CZ,e3,f,65,0.049913852,0.115492289
CZ,e4,f,65,0.049913852,0.115492289
CZ,e5,f,65,0.09416413,0.159082405
CZ,e6,f,65,0.282369954,0.255672072
CZ,e1,m,65,0.060204779,0.232167918
CZ,e2,m,65,0.060204779,0.232167918
CZ,e3,m,65,0.060204779,0.232167918
CZ,e4,m,65,0.060204779,0.232167918
CZ,e5,m,65,0.138040178,0.238247291
CZ,e6,m,65,0.379632516,0.365426378
CZ,e1,f,70,0.015988945,0.033372994
CZ,e2,f,70,0.015988945,0.033372994
CZ,e3,f,70,0.015988945,0.033372994
CZ,e4,f,70,0.015988945,0.033372994
CZ,e5,f,70,0.044329366,0.088630474
CZ,e6,f,70,0.140050214,0.130024106
CZ,e1,m,70,0.016716729,0.104846391
CZ,e2,m,70,0.016716729,0.104846391
CZ,e3,m,70,0.016716729,0.104846391
CZ,e4,m,70,0.016716729,0.104846391
CZ,e5,m,70,0.061068745,0.132394402
CZ,e6,m,70,0.233833726,0.203497401
DE,e1,f,15,0.222355795,0.443404763
DE,e2,f,15,0.222355795,0.443404763
DE,e3,f,15,0.222355795,0.443404763
DE,e4,f,15,0.222355795,0.443404763
DE,e5,f,15,0.538508623,0.767092184
DE,e6,f,15,0.665018865,1
DE,e1,m,15,0.282949092,0.346183909
DE,e2,m,15,0.282949092,0.346183909
DE,e3,m,15,0.282949092,0.346183909
DE,e4,m,15,0.282949092,0.346183909
DE,e5,m,15,0.539972004,0.731528073
DE,e6,m,15,0.659405107,0.731528073
DE,e1,f,20,0.582594089,0.535710077
DE,e2,f,20,0.582594089,0.535710077
DE,e3,f,20,0.582594089,0.535710077
DE,e4,f,20,0.582594089,0.535710077
DE,e5,f,20,0.639610383,0.759692529
DE,e6,f,20,0.82084945,0.697649304
DE,e1,m,20,0.736653624,0.714002535
DE,e2,m,20,0.736653624,0.714002535
DE,e3,m,20,0.736653624,0.714002535
DE,e4,m,20,0.736653624,0.714002535
DE,e5,m,20,0.677793673,0.807033397
DE,e6,m,20,0.753921692,0.588001503
DE,e1,f,25,0.505801352,0.593883189
DE,e2,f,25,0.505801352,0.593883189
DE,e3,f,25,0.505801352,0.593883189
DE,e4,f,25,0.505801352,0.593883189
DE,e5,f,25,0.777004526,0.848603955
DE,e6,f,25,0.874625262,0.859228037
DE,e1,m,25,0.791595809,0.75950542
DE,e2,m,25,0.791595809,0.75950542
DE,e3,m,25,0.791595809,0.75950542
DE,e4,m,25,0.791595809,0.75950542
DE,e5,m,25,0.863061233,0.931559481
DE,e6,m,25,0.88874123,0.859743896
DE,e1,f,30,0.51914067,0.753691107
DE,e2,f,30,0.51914067,0.753691107
DE,e3,f,30,0.51914067,0.753691107
DE,e4,f,30,0.51914067,0.753691107
DE,e5,f,30,0.803857877,0.91503786
DE,e6,f,30,0.864560796,0.928284899
DE,e1,m,30,0.804103521,0.834653117
DE,e2,m,30,0.804103521,0.834653117
DE,e3,m,30,0.804103521,0.834653117
DE,e4,m,30,0.804103521,0.834653117
DE,e5,m,30,0.943018187,0.950109994
DE,e6,m,30,0.960597634,0.956820986
DE,e1,f,35,0.571812009,0.719896242
DE,e2,f,35,0.571812009,0.719896242
DE,e3,f,35,0.571812009,0.719896242
DE,e4,f,35,0.571812009,0.719896242
DE,e5,f,35,0.830980291,0.912983183
DE,e6,f,35,0.869786109,0.937351353
DE,e1,m,35,0.819288877,0.915884988
DE,e2,m,35,0.819288877,0.915884988
DE,e3,m,35,0.819288877,0.915884988
DE,e4,m,35,0.819288877,0.915884988
DE,e5,m,35,0.950137561,0.957969657
DE,e6,m,35,0.972811808,0.970538919
DE,e1,f,40,0.63750763,0.740746033
DE,e2,f,40,0.63750763,0.740746033
DE,e3,f,40,0.63750763,0.740746033
DE,e4,f,40,0.63750763,0.740746033
DE,e5,f,40,0.864570569,0.894912017
DE,e6,f,40,0.899718484,0.957699838
DE,e1,m,40,0.82422881,0.864867597
DE,e2,m,40,0.82422881,0.864867597
DE,e3,m,40,0.82422881,0.864867597
DE,e4,m,40,0.82422881,0.864867597
DE,e5,m,40,0.945827081,0.962069906
DE,e6,m,40,0.973846773,0.982638661
DE,e1,f,45,0.673433166,0.766627337
DE,e2,f,45,0.673433166,0.766627337
DE,e3,f,45,0.673433166,0.766627337
DE,e4,f,45,0.673433166,0.766627337
DE,e5,f,45,0.880062134,0.900206478
DE,e6,f,45,0.913226172,0.95567956
DE,e1,m,45,0.821629915,0.858912678
DE,e2,m,45,0.821629915,0.858912678
DE,e3,m,45,0.821629915,0.858912678
DE,e4,m,45,0.821629915,0.858912678
DE,e5,m,45,0.935794789,0.95550404
DE,e6,m,45,0.972637676,0.969299384
DE,e1,f,50,0.654453916,0.727647977
DE,e2,f,50,0.654453916,0.727647977
DE,e3,f,50,0.654453916,0.727647977
DE,e4,f,50,0.654453916,0.727647977
DE,e5,f,50,0.850612389,0.898176216
DE,e6,f,50,0.901750421,0.943335721
DE,e1,m,50,0.794765512,0.877024819
DE,e2,m,50,0.794765512,0.877024819
DE,e3,m,50,0.794765512,0.877024819
DE,e4,m,50,0.794765512,0.877024819
DE,e5,m,50,0.911513712,0.931208125
DE,e6,m,50,0.961691414,0.972464329
DE,e1,f,55,0.592630748,0.722406023
DE,e2,f,55,0.592630748,0.722406023
DE,e3,f,55,0.592630748,0.722406023
DE,e4,f,55,0.592630748,0.722406023
DE,e5,f,55,0.775632849,0.867767088
DE,e6,f,55,0.864214692,0.932138931
DE,e1,m,55,0.728099169,0.848878184
DE,e2,m,55,0.728099169,0.848878184
DE,e3,m,55,0.728099169,0.848878184
DE,e4,m,55,0.728099169,0.848878184
DE,e5,m,55,0.857800668,0.912073023
DE,e6,m,55,0.931443745,0.948181296
DE,e1,f,60,0.39629523,0.602966457
DE,e2,f,60,0.39629523,0.602966457
DE,e3,f,60,0.39629523,0.602966457
DE,e4,f,60,0.39629523,0.602966457
DE,e5,f,60,0.523475218,0.66766474
DE,e6,f,60,0.659672101,0.798278366
DE,e1,m,60,0.533211861,0.693750146
DE,e2,m,60,0.533211861,0.693750146
DE,e3,m,60,0.533211861,0.693750146
DE,e4,m,60,0.533211861,0.693750146
DE,e5,m,60,0.614632638,0.736631593
DE,e6,m,60,0.755410322,0.833440617
DE,e1,f,65,0.09727163,0.115492289
DE,e2,f,65,0.09727163,0.115492289
DE,e3,f,65,0.09727163,0.115492289
DE,e4,f,65,0.09727163,0.115492289
DE,e5,f,65,0.115854328,0.159082405
DE,e6,f,65,0.170551986,0.255672072
DE,e1,m,65,0.140316754,0.232167918
DE,e2,m,65,0.140316754,0.232167918
DE,e3,m,65,0.140316754,0.232167918
DE,e4,m,65,0.140316754,0.232167918
DE,e5,m,65,0.161107881,0.238247291
DE,e6,m,65,0.274761,0.365426378
DE,e1,f,70,0.033879491,0.033372994
DE,e2,f,70,0.033879491,0.033372994
DE,e3,f,70,0.033879491,0.033372994
DE,e4,f,70,0.033879491,0.033372994
DE,e5,f,70,0.043960212,0.088630474
DE,e6,f,70,0.069884053,0.130024106
DE,e1,m,70,0.064224073,0.104846391
DE,e2,m,70,0.064224073,0.104846391
DE,e3,m,70,0.064224073,0.104846391
DE,e4,m,70,0.064224073,0.104846391
DE,e5,m,70,0.074755357,0.132394402
DE,e6,m,70,0.135352407,0.203497401
DK,e1,f,15,0.546371821,0.443404763
DK,e2,f,15,0.546371821,0.443404763
DK,e3,f,15,0.546371821,0.443404763
DK,e4,f,15,0.546371821,0.443404763
DK,e5,f,15,0.783838919,0.767092184
DK,e6,f,15,0.673135442,1
DK,e1,m,15,0.507849212,0.346183909
DK,e2,m,15,0.507849212,0.346183909
DK,e3,m,15,0.507849212,0.346183909
DK,e4,m,15,0.507849212,0.346183909
DK,e5,m,15,0.721243875,0.731528073
DK,e6,m,15,0,0.731528073
DK,e1,f,20,0.52065665,0.535710077
DK,e2,f,20,0.52065665,0.535710077
DK,e3,f,20,0.52065665,0.535710077
DK,e4,f,20,0.52065665,0.535710077
DK,e5,f,20,0.758092513,0.759692529
DK,e6,f,20,0.846903909,0.697649304
DK,e1,m,20,0.605076758,0.714002535
DK,e2,m,20,0.605076758,0.714002535
DK,e3,m,20,0.605076758,0.714002535
DK,e4,m,20,0.605076758,0.714002535
DK,e5,m,20,0.716975092,0.807033397
DK,e6,m,20,0.788441169,0.588001503
DK,e1,f,25,0.487569892,0.593883189
DK,e2,f,25,0.487569892,0.593883189
DK,e3,f,25,0.487569892,0.593883189
DK,e4,f,25,0.487569892,0.593883189
DK,e5,f,25,0.7489095,0.848603955
DK,e6,f,25,0.874301228,0.859228037
DK,e1,m,25,0.691090398,0.75950542
DK,e2,m,25,0.691090398,0.75950542
DK,e3,m,25,0.691090398,0.75950542
DK,e4,m,25,0.691090398,0.75950542
DK,e5,m,25,0.852009472,0.931559481
DK,e6,m,25,0.893030655,0.859743896
DK,e1,f,30,0.610285117,0.753691107
DK,e2,f,30,0.610285117,0.753691107
DK,e3,f,30,0.610285117,0.753691107
DK,e4,f,30,0.610285117,0.753691107
DK,e5,f,30,0.804088447,0.91503786
DK,e6,f,30,0.91638183,0.928284899
DK,e1,m,30,0.73691737,0.834653117
DK,e2,m,30,0.73691737,0.834653117
DK,e3,m,30,0.73691737,0.834653117
DK,e4,m,30,0.73691737,0.834653117
DK,e5,m,30,0.909643726,0.950109994
DK,e6,m,30,0.965322196,0.956820986
DK,e1,f,35,0.577076318,0.719896242
DK,e2,f,35,0.577076318,0.719896242
DK,e3,f,35,0.577076318,0.719896242
DK,e4,f,35,0.577076318,0.719896242
DK,e5,f,35,0.844127917,0.912983183
DK,e6,f,35,0.929711158,0.937351353
DK,e1,m,35,0.777766615,0.915884988
DK,e2,m,35,0.777766615,0.915884988
DK,e3,m,35,0.777766615,0.915884988
DK,e4,m,35,0.777766615,0.915884988
DK,e5,m,35,0.95007402,0.957969657
DK,e6,m,35,0.970939034,0.970538919
DK,e1,f,40,0.675046159,0.740746033
DK,e2,f,40,0.675046159,0.740746033
DK,e3,f,40,0.675046159,0.740746033
DK,e4,f,40,0.675046159,0.740746033
DK,e5,f,40,0.876928142,0.894912017
DK,e6,f,40,0.94457696,0.957699838
DK,e1,m,40,0.738107642,0.864867597
DK,e2,m,40,0.738107642,0.864867597
DK,e3,m,40,0.738107642,0.864867597
DK,e4,m,40,0.738107642,0.864867597
DK,e5,m,40,0.943045801,0.962069906
DK,e6,m,40,0.969782767,0.982638661
DK,e1,f,45,0.577165287,0.766627337
DK,e2,f,45,0.577165287,0.766627337
DK,e3,f,45,0.577165287,0.766627337
DK,e4,f,45,0.577165287,0.766627337
DK,e5,f,45,0.855774915,0.900206478
DK,e6,f,45,0.923970021,0.95567956
DK,e1,m,45,0.779087059,0.858912678
DK,e2,m,45,0.779087059,0.858912678
DK,e3,m,45,0.779087059,0.858912678
DK,e4,m,45,0.779087059,0.858912678
DK,e5,m,45,0.919316368,0.95550404
DK,e6,m,45,0.967673825,0.969299384
DK,e1,f,50,0.631694861,0.727647977
DK,e2,f,50,0.631694861,0.727647977
DK,e3,f,50,0.631694861,0.727647977
DK,e4,f,50,0.631694861,0.727647977
DK,e5,f,50,0.865270476,0.898176216
DK,e6,f,50,0.904277118,0.943335721
DK,e1,m,50,0.772225583,0.877024819
DK,e2,m,50,0.772225583,0.877024819
DK,e3,m,50,0.772225583,0.877024819
DK,e4,m,50,0.772225583,0.877024819
DK,e5,m,50,0.885539812,0.931208125
DK,e6,m,50,0.94678717,0.972464329
DK,e1,f,55,0.654351472,0.722406023
DK,e2,f,55,0.654351472,0.722406023
DK,e3,f,55,0.654351472,0.722406023
DK,e4,f,55,0.654351472,0.722406023
DK,e5,f,55,0.828185067,0.867767088
DK,e6,f,55,0.886094737,0.932138931
DK,e1,m,55,0.722284987,0.848878184
DK,e2,m,55,0.722284987,0.848878184
DK,e3,m,55,0.722284987,0.848878184
DK,e4,m,55,0.722284987,0.848878184
DK,e5,m,55,0.856472547,0.912073023
DK,e6,m,55,0.923168595,0.948181296
DK,e1,f,60,0.385392198,0.602966457
DK,e2,f,60,0.385392198,0.602966457
DK,e3,f,60,0.385392198,0.602966457
DK,e4,f,60,0.385392198,0.602966457
DK,e5,f,60,0.546679312,0.66766474
DK,e6,f,60,0.614503433,0.798278366
DK,e1,m,60,0.561169925,0.693750146
DK,e2,m,60,0.561169925,0.693750146
DK,e3,m,60,0.561169925,0.693750146
DK,e4,m,60,0.561169925,0.693750146
DK,e5,m,60,0.604226498,0.736631593
DK,e6,m,60,0.746455018,0.833440617
DK,e1,f,65,0.061943848,0.115492289
DK,e2,f,65,0.061943848,0.115492289
DK,e3,f,65,0.061943848,0.115492289
DK,e4,f,65,0.061943848,0.115492289
DK,e5,f,65,0.107132646,0.159082405
DK,e6,f,65,0.184515291,0.255672072
DK,e1,m,65,0.238730261,0.232167918
DK,e2,m,65,0.238730261,0.232167918
DK,e3,m,65,0.238730261,0.232167918
DK,e4,m,65,0.238730261,0.232167918
DK,e5,m,65,0.233572943,0.238247291
DK,e6,m,65,0.326136177,0.365426378
DK,e1,f,70,0.03830163,0.033372994
DK,e2,f,70,0.03830163,0.033372994
DK,e3,f,70,0.03830163,0.033372994
DK,e4,f,70,0.03830163,0.033372994
DK,e5,f,70,0.045903809,0.088630474
DK,e6,f,70,0.092661822,0.130024106
DK,e1,m,70,0.095875885,0.104846391
DK,e2,m,70,0.095875885,0.104846391
DK,e3,m,70,0.095875885,0.104846391
DK,e4,m,70,0.095875885,0.104846391
DK,e5,m,70,0.104301611,0.132394402
DK,e6,m,70,0.142412793,0.203497401
EE,e1,f,15,0.110455096,0.443404763
EE,e2,f,15,0.110455096,0.443404763
EE,e3,f,15,0.110455096,0.443404763
EE,e4,f,15,0.110455096,0.443404763
EE,e5,f,15,0.414048271,0.767092184
EE,e6,f,15,1,1
EE,e1,m,15,0.099952054,0.346183909
EE,e2,m,15,0.099952054,0.346183909
EE,e3,m,15,0.099952054,0.346183909
EE,e4,m,15,0.099952054,0.346183909
EE,e5,m,15,0.516501454,0.731528073
EE,e6,m,15,0.516501454,0.731528073
EE,e1,f,20,0.502945227,0.535710077
EE,e2,f,20,0.502945227,0.535710077
EE,e3,f,20,0.502945227,0.535710077
EE,e4,f,20,0.502945227,0.535710077
EE,e5,f,20,0.565331802,0.759692529
EE,e6,f,20,0.810240888,0.697649304
EE,e1,m,20,0.795286122,0.714002535
EE,e2,m,20,0.795286122,0.714002535
EE,e3,m,20,0.795286122,0.714002535
EE,e4,m,20,0.795286122,0.714002535
EE,e5,m,20,0.718872552,0.807033397
EE,e6,m,20,0.84221167,0.588001503
EE,e1,f,25,0.578277816,0.593883189
EE,e2,f,25,0.578277816,0.593883189
EE,e3,f,25,0.578277816,0.593883189
EE,e4,f,25,0.578277816,0.593883189
EE,e5,f,25,0.707438296,0.848603955
EE,e6,f,25,0.781671581,0.859228037
EE,e1,m,25,0.842176406,0.75950542
EE,e2,m,25,0.842176406,0.75950542
EE,e3,m,25,0.842176406,0.75950542
EE,e4,m,25,0.842176406,0.75950542
EE,e5,m,25,0.94856797,0.931559481
EE,e6,m,25,0.948345533,0.859743896
EE,e1,f,30,0.616954019,0.753691107
EE,e2,f,30,0.616954019,0.753691107
EE,e3,f,30,0.616954019,0.753691107
EE,e4,f,30,0.616954019,0.753691107
EE,e5,f,30,0.724248607,0.91503786
EE,e6,f,30,0.768732788,0.928284899
EE,e1,m,30,0.875929391,0.834653117
EE,e2,m,30,0.875929391,0.834653117
EE,e3,m,30,0.875929391,0.834653117
EE,e4,m,30,0.875929391,0.834653117
EE,e5,m,30,0.957761159,0.950109994
EE,e6,m,30,0.971772426,0.956820986
EE,e1,f,35,0.694795489,0.719896242
EE,e2,f,35,0.694795489,0.719896242
EE,e3,f,35,0.694795489,0.719896242
EE,e4,f,35,0.694795489,0.719896242
EE,e5,f,35,0.783598246,0.912983183
EE,e6,f,35,0.823445389,0.937351353
EE,e1,m,35,0.83382372,0.915884988
EE,e2,m,35,0.83382372,0.915884988
EE,e3,m,35,0.83382372,0.915884988
EE,e4,m,35,0.83382372,0.915884988
EE,e5,m,35,0.956644367,0.957969657
EE,e6,m,35,0.975056299,0.970538919
EE,e1,f,40,0.72458908,0.740746033
EE,e2,f,40,0.72458908,0.740746033
EE,e3,f,40,0.72458908,0.740746033
EE,e4,f,40,0.72458908,0.740746033
EE,e5,f,40,0.860756319,0.894912017
EE,e6,f,40,0.904215002,0.957699838
EE,e1,m,40,0.829807815,0.864867597
EE,e2,m,40,0.829807815,0.864867597
EE,e3,m,40,0.829807815,0.864867597
EE,e4,m,40,0.829807815,0.864867597
EE,e5,m,40,0.951700831,0.962069906
EE,e6,m,40,0.985018131,0.982638661
EE,e1,f,45,0.6860018,0.766627337
EE,e2,f,45,0.6860018,0.766627337
EE,e3,f,45,0.6860018,0.766627337
EE,e4,f,45,0.6860018,0.766627337
EE,e5,f,45,0.883866089,0.900206478
EE,e6,f,45,0.948867792,0.95567956
EE,e1,m,45,0.799168547,0.858912678
EE,e2,m,45,0.799168547,0.858912678
EE,e3,m,45,0.799168547,0.858912678
EE,e4,m,45,0.799168547,0.858912678
EE,e5,m,45,0.909540927,0.95550404
EE,e6,m,45,0.947194865,0.969299384
EE,e1,f,50,0.676120938,0.727647977
EE,e2,f,50,0.676120938,0.727647977
EE,e3,f,50,0.676120938,0.727647977
EE,e4,f,50,0.676120938,0.727647977
EE,e5,f,50,0.856848266,0.898176216
EE,e6,f,50,0.928450166,0.943335721
EE,e1,m,50,0.655515999,0.877024819
EE,e2,m,50,0.655515999,0.877024819
EE,e3,m,50,0.655515999,0.877024819
EE,e4,m,50,0.655515999,0.877024819
EE,e5,m,50,0.882672426,0.931208125
EE,e6,m,50,0.948757918,0.972464329
EE,e1,f,55,0.645616889,0.722406023
EE,e2,f,55,0.645616889,0.722406023
EE,e3,f,55,0.645616889,0.722406023
EE,e4,f,55,0.645616889,0.722406023
EE,e5,f,55,0.780265886,0.867767088
EE,e6,f,55,0.891867364,0.932138931
EE,e1,m,55,0.556256968,0.848878184
EE,e2,m,55,0.556256968,0.848878184
EE,e3,m,55,0.556256968,0.848878184
